Year;beans_hectare;beans_improved_hectare;beans_improved_cost;beans_hectare_fertilizer;beans_fertilizer_cost;beans_chemical_hectare;beans_chemical_cost;beans_machinery_hectare;beans_machinery_cost;beans_harvested;beans_sold;beans_sold_price;beans_harvest_loss;filter;filter_quartile
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;100000;100000;600;0;200601;3
2016;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;300;200;1000;0;1501;1
2016;0.404686;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;250;50;800;0;1101;0
2016;1.618744;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;800;600;800;0;2204;2
2016;0.404686;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;300;200;800;0;1301;0
2016;0.404686;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;50;0;0;0;51;0
2016;0.809372;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;600;500;1000;0;2102;2
2016;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;600;500;800;0;1901;1
2016;0.404686;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;150;100;1000;0;1251;0
2016;0.404686;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;30;0;0;0;31;0
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;400;300;2000;0;2701;3
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;173;110;1700;0;1988;1
2016;0.0;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;0;0;0;40;40;0
2016;10.11715;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;25;0;0;0;50;0
2016;10.11715;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;50;0;0;0;75;0
2016;0.809372;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;600;600;800;50;2052;2
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;470;430;1500;50;2451;2
2016;6.07029;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;900;850;1500;53;3318;3
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;350;350;1500;100;2301;2
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;400;300;1500;120;2321;2
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;700;650;1200;20;2571;2
2016;0.404686;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;200;150;700;70;1121;0
2016;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1100;1000;800;40;2942;3
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;600;720000;1200;20;721821;3
2016;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;387;350;900;25;1663;1
2016;0.809372;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;410;400;1200;15;2027;2
2016;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;7800;7000;800;50;15652;3
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;800;700;1000;40;2541;2
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;400;390;2000;10;2801;3
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;540;300;480000;200;481041;3
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;410;398;1700;12;2521;2
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;120;90;1000;0;1215;0
2016;30.35145;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;160;120;1900;3;2258;2
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;44;29;1900;5;1983;1
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;200;150;1900;10;2261;2
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;120;80;800;0;1005;0
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;360;300;1900;20;2581;2
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;200;80;800;5;1090;0
2016;2.02343;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;400;300;1900;1;2606;2
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;600;500;1000;0;2101;2
2016;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;300;250;1400;14;1965;1
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;500;300;1450;30;2281;2
2016;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;280;180;1450;20;1931;1
2016;10.11715;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;70;52;1400;7;1554;1
2016;2.02343;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;600;550;1000;50;2205;2
2016;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;250;180;1400;40;1871;1
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;220;208;1500;12;1945;1
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1000;900;1000;70;2971;3
2016;10.11715;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;30;0;0;5;60;0
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;280;280;1200;7;1772;1
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;240;120;1200;20;1585;1
2016;0.809372;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;600;500;900;200;2202;2
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;950;900;1000;80;2931;3
2016;2.02343;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;870;700;1000;20;2595;2
2016;2.02343;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;158;102;2000;2;2267;2
2016;5.260918;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;50;10;550;4;627;0
2016;10.11715;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;250;150;700;1;1126;0
2016;0.404686;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;110;80;800;5;996;0
2016;10.11715;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;110;50;2000;4;2189;2
2016;6.07029;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;920;800;700;20;2455;2
2016;10.11715;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;50;20;700;3;798;0
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;230;150;700;11;1096;0
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;20;10;500;2;537;0
2016;2.02343;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;500;450;1000;100;2055;2
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;950;900;1000;60;2911;3
2016;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;800;600;800000;50;801452;3
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;400;300;240000;20;240721;3
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;400;380;1500;20;2301;2
2016;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;900;800;1000;12;2714;3
2016;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;450;350;1000;8;1809;1
2016;0.809372;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;800;700;1000;30;2532;2
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;600;600;900;30;2131;2
2016;1.214058;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;800;650;900;30;2383;2
2016;6.07029;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;600;500;900;15;2030;2
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;180;180;1600;10;1975;1
2016;6.07029;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;780;450;1500;50;2795;3
2016;6.07029;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;500;300;1200;60;2075;2
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;650;450;680000;80;681181;3
2016;30.35145;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;450;350;1400;0;2275;2
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;347;250;900;0;1502;1
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;75;50;800;0;930;0
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;70;50;800;0;925;0
2016;0.809372;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;700;640;800;0;2142;2
2016;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;200;180;1600;0;1981;1
2016;42.49203;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;400;300;400;0;1205;0
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;60;0;0;0;65;0
2016;30.35145;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;60;20;1000;0;1155;0
2016;6.07029;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;50;0;0;0;65;0
2016;151.75725;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;184;100;1000;0;1659;1
2016;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;250;118;1200;0;1569;1
2016;30.35145;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;30;0;0;0;105;0
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;60;48;800;0;913;0
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;220;200;1200;0;1625;1
2016;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1200;1150;1820;0;4172;3
2016;4.04686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;7000;650;1500;0;9160;3
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;270;200;1430;0;1905;1
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;400;300;1450;0;2151;2
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;500;370;1500;0;2371;2
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;80;30;1500;0;1615;1
2016;0.404686;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;80;78;1200;0;1359;0
2016;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;200;185;1200;0;1586;1
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;220;200;1200;0;1625;1
2016;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;600;550;800;0;1951;1
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1100;1000;1000;0;3101;3
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;400;396;1500;0;2297;2
2016;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;880;800;1500;0;3182;3
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;200;100;1500;0;1805;1
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;85;50;1200;0;1340;0
2016;1.618744;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;50;20;2000;0;2074;2
2016;1.618744;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;20;0;0;0;24;0
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;195;130;1000;0;1330;0
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;450;260;1800;0;2511;2
2016;1.618744;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;70;40;2000;0;2114;2
2016;1.618744;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;76;20;2000;0;2100;2
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;80;70;1000;0;1155;0
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;320;260;1600;0;2181;2
2016;0.0;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;0;0;0;300;300;0
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1250;1100;1500;0;3851;3
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1100;950;1500;0;3551;3
2016;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;800;600;1400;0;2802;3
2016;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1800;1650;1500;0;4952;3
2016;6.07029;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;860;700;1500;0;3075;3
2016;2.02343;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;400;300;1500;0;2205;2
2016;10.11715;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;100;50;1000;0;1175;0
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;100;50;700;0;855;0
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;110;100;1000;0;1215;0
2016;10.11715;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;90;90;1200;0;1405;1
2016;2.02343;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;130;113;2000;0;2248;2
2016;1.618744;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;254;100;2000;0;2358;2
2016;0.404686;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;300;0;0;0;301;0
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;420;400;1000;0;1825;1
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;80;49;1600;0;1734;1
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;230;200;900;0;1335;0
2016;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;210;160;1100;0;1471;1
2016;0.809372;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;400;400;1000;0;1802;1
2016;10.11715;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;20;7;1500;0;1552;1
2016;10.11715;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;40;0;0;0;65;0
2016;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;60;0;0;0;65;0
2016;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;350;300;1000;0;1651;1
2016;0.0;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;0;0;0;20;20;0
2016;0.0;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;0;0;0;15;15;0
2016;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;468;400;1800;30;2699;2
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;625;400;1800;25;2851;3
2016;2.02343;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;147;103;1900;20;2175;2
2016;2.02343;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;420;300;1500;20;2245;2
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;480;400;1000;40;1925;1
2016;2.02343;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;147;130;1600;35;1917;1
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;680;400;750000;0;751081;3
2016;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;650;400;640000;0;641051;3
2016;10.11715;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;40;20;1000;0;1085;0
2016;10.11715;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;50;0;0;0;75;0
2016;10.11715;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;94;62;1300;0;1481;1
2016;10.11715;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;60;0;0;0;85;0
2017;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;0;0;0;0;5;0
2017;2.02343;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;400;380;1800;10;2595;2
2017;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;20;0;0;5;30;0
2017;0.404686;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;180;0;0;2;183;0
2017;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1500;1400;1600;15;4517;3
2017;0.404686;1.3954689655172412;47613.67816091954;0.9442673333333333;5758.505747126437;1.7908518390804595;1915.4349425287355;0.1767594022988506;16482.183908045976;1;0;1900;10;1912;1
2017;0.404686;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;400;300;1500;2;2203;2
2017;2.02343;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;75;0;0;0;80;0
2017;0.404686;0.10557026086956521;6829.565217391304;0.3519008695652174;1008.9130434782609;0.2815206956521739;0.20695652173913043;0.12316530434782609;18884.782608695652;0;0;0;0;1;0
2017;6.07029;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;150;150;2500;3;2818;3
2017;2.02343;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;250;200;1700;3;2158;2
