Year;beans_hectare;beans_improved_hectare;beans_improved_cost;beans_hectare_fertilizer;beans_fertilizer_cost;beans_chemical_hectare;beans_chemical_cost;beans_machinery_hectare;beans_machinery_cost;beans_harvested;beans_sold;beans_sold_price;beans_harvest_loss;filter;filter_quartile
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;315;250;25000;10;25576;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;760;600;90000;15;91376;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;325;250;125000;15;125595;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;140;100;50000;5;50250;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;400;400;70000;0;70801;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;350;342;182000;6;182703;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;180;80;54000;8;54269;3
2014;6.07029;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;850;735;90000;30;91630;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;170;90;30000;35;30296;3
2014;6.07029;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;720;610;90000;25;91370;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;9;8;3400;1;3419;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;500;400;45000;15;45920;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;600;570;150000;5;151176;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;750;600;45000;20;46371;3
2014;5.665604;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;53;15;75000;9;75091;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;200;20;160000;30;160251;3
2014;14.16401;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;210;190;190000;4;190439;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;300;250;30000;30;30581;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;250;2;58000;2;58255;3
2014;5.665604;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;120;97;70000;16;70247;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;230;2;118000;2;118235;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;600;500;100000;10;101111;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;2200;2175;640000;25;644401;3
2014;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;2100;2000;500000;40;504142;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1100;1000;310000;12;312113;3
2014;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;2300;1900;400000;13;404215;3
2014;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;400;300;130000;50;130752;3
2014;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;2900;2500;620000;10;625412;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;580;500;100000;25;101110;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;120;70;22500;20;22715;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;3000;2700;1200000;150;1205855;3
2014;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;2000;1700;500000;15;503717;3
2014;10.11715;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;56;30;16000;20;16131;3
2014;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;800;650;90000;20;91472;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1800;1500;450000;13;453314;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;550;500;110000;30;111085;3
2014;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;2000;1700;420000;11;423713;3
2014;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1500;1300;450000;20;452822;3
2014;6.07029;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1900;1500;350000;10;353425;3
2014;10.11715;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;60;40;14000;6;14131;3
2014;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1900;1600;480000;15;483517;3
2014;1.214058;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;3100;2800;500000;10;505913;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;250;200;58000;2;58457;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;860;750;13200;5;14816;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;200;150;90000;15;90370;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;200;200;7000;0;7401;3
2014;0.809372;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;800;600;200000;50;201452;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;800;600;120000;8;121409;3
2014;2.02343;1.44675245;50229.899999999994;1.12300365;9981.125;1.0926522;4648.779625;0.19728442499999999;36741.25;100;40;2200;60;2405;2
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;500;400;2500;30;3431;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;80;50;15000;10;15145;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;250;250;315000;0;315501;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;850;750;120000;6;121607;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;70;50;3000;5;3130;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;110;110;50000;0;50225;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;100;100;40000;20;40225;3
2014;2.02343;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;100;50;25000;10;25165;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;300;250;60000;5;60556;3
2014;6.07029;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;1586;1441;640000;29;643071;3
2014;0.404686;2.5352387647058823;319703.99999999994;0.9700561470588235;107826.25;1.571133882352941;50395.1525;0.7498593529411764;168769.99999999997;820;750;190000;70;191641;3
2015;6.07029;6.07029;148750.0;0.0;0.0;6.07029;23800.0;0.0;0.0;750;600;1500;20;2885;3
2015;0.809372;0.0;0.0;0.0;0.0;0.0;0.0;0.809372;95200.0;500;300;1000;20;1822;1
2015;0.809372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;400;320;900;20;1642;1
2015;2.02343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100;20;1500;5;1630;1
2015;6.07029;6.07029;107100.0;0.0;0.0;6.07029;33320.0;0.0;0.0;850;700;1400;18;2983;3
2015;0.404686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250;150;1200;13;1614;1
2015;0.404686;0.404686;110075.0;0.0;0.0;0.0;0.0;0.0;0.0;600;600;1600;30;2831;3
2015;10.11715;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;123;110;1500;7;1765;1
2015;1.214058;0.0;0.0;0.0;0.0;1.214058;1.19;0.0;0.0;450;370;1200;30;2053;2
2015;2.02343;0.0;0.0;2.02343;5355.0;2.02343;1.19;0.0;0.0;140;40;1000;140;1325;0
2015;2.02343;0.0;0.0;0.0;0.0;2.02343;1.19;0.0;0.0;60;30;2000;8;2103;2
2015;2.02343;2.02343;8330.0;2.02343;5950.0;2.02343;1.19;0.0;0.0;70;60;1500;2;1637;1
2015;2.02343;0.0;0.0;0.0;0.0;2.02343;1.19;0.0;0.0;60;40;1400;5;1510;1
2015;0.404686;0.0;0.0;0.404686;10115.0;0.404686;1.19;0.0;0.0;700;650;1450;40;2841;3
2015;2.02343;0.0;0.0;0.0;0.0;2.02343;1.19;0.0;0.0;120;100;1000;20;1245;0
2015;0.404686;0.0;0.0;0.404686;83300.0;0.404686;1.19;0.0;0.0;650;520;1300;20;2491;2
2015;0.404686;0.0;0.0;0.0;0.0;0.0;1.19;0.0;0.0;600;500;1500;10;2611;2
2015;0.404686;2.02343;23800.0;2.02343;8925.0;0.404686;1.19;0.0;0.0;520;520;1200;8;2249;2
2015;0.809372;0.0;0.0;0.0;0.0;0.809372;1.19;0.0;0.0;8000;7000;1600;20;16622;3
2015;1.618744;0.0;0.0;0.0;0.0;1.618744;1.19;0.0;0.0;2100;1900;1600;15;5619;3
2015;0.809372;0.404686;85680.0;0.0;0.0;0.809372;1.19;0.0;0.0;1100;1000;1600;18;3720;3
2015;0.404686;0.404686;53550.0;0.0;0.0;0.404686;1.19;0.0;0.0;700;600;1600;5;2906;3
2015;1.618744;1.618744;249900.0;1.618744;59500.0;1.618744;1.19;0.0;0.0;1700;1600;1600;15;4919;3
2015;1.214058;1.214058;214200.0;0.0;0.0;1.214058;1.19;0.0;0.0;1800;1700;1700;13;5216;3
2015;1.214058;0.0;0.0;1.214058;71400.0;1.214058;1.19;0.0;0.0;1500;1400;1600;20;4523;3
2015;0.809372;0.809372;142800.0;0.0;0.0;0.809372;1.19;0.0;0.0;1500;1400;1600;15;4517;3
2015;0.404686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;210;100;1200;18;1529;1
2015;2.02343;0.0;0.0;0.0;0.0;0.0;0.0;2.02343;71400.0;300;200;1000;30;1535;1
2015;0.404686;0.0;0.0;0.0;0.0;0.0;0.0;0.404686;95200.0;160;100;1000;5;1266;0
2015;6.07029;6.07029;95200.0;0.0;0.0;0.0;0.0;0.0;0.0;700;600;1200;30;2545;2
2015;2.02343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80;20;1200;2;1307;0
2015;2.02343;2.02343;24990.0;0.0;0.0;0.0;0.0;0.0;0.0;180;100;1200;6;1491;1
2015;2.02343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;160;110;1000;10;1285;0
2015;2.02343;0.0;0.0;0.0;0.0;0.0;0.0;2.02343;47600.0;130;100;1700;12;1947;1
2015;50.58575;0.0;0.0;50.58575;7140.0;50.58575;22015.0;0.0;0.0;45;20;2000;1;2191;2
2015;151.75725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;240;120;1200;10;1945;1
2015;10.11715;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50;20;1200;3;1298;0
2015;2.02343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80;30;1000;3;1118;0
2015;2.02343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120;30;1000;5;1160;0
2015;10.11715;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90;60;1500;5;1680;1
2015;2.02343;0.0;0.0;0.0;0.0;0.0;0.0;2.02343;47600.0;260;150;1200;6;1621;1
2015;0.404686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;800;650;1300;25;2776;3
2015;2.02343;2.02343;21420.0;0.0;0.0;0.0;0.0;0.0;0.0;310;250;1200;13;1778;1
2015;2.02343;0.0;0.0;2.02343;119000.0;2.02343;119000.0;0.0;0.0;2380;2100;1500;280;6265;3
2015;2.02343;2.02343;71400.0;0.0;0.0;0.0;0.0;0.0;0.0;500;400;1200;100;2205;2
2015;0.404686;0.404686;142800.0;0.0;0.0;0.404686;35700.0;0.0;0.0;900;800;1200;100;3001;3
2015;0.404686;0.404686;71400.0;0.0;0.0;0.0;0.0;0.0;0.0;800;700;1200;100;2801;3
2015;2.02343;2.02343;26775.0;0.0;0.0;0.0;0.0;0.0;0.0;400;300;1200;100;2005;1
2015;0.404686;0.404686;476000.0;0.0;0.0;0.404686;23800.0;0.0;0.0;160;110;1200;50;1521;1
2015;2.02343;2.02343;80325.0;2.02343;11900.0;2.02343;17850.0;0.0;0.0;180;100;2000;280;2565;2
2015;2.02343;2.02343;35700.0;0.0;0.0;2.02343;47600.0;0.0;0.0;250;200;1200;50;1705;1
2015;0.809372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000;1000;1500;30;3532;3
2015;10.11715;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100;80;1000;10;1215;0
2015;2.02343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;145;145;1600;25;1920;1
2015;0.809372;0.809372;119000.0;0.0;0.0;0.0;0.0;0.0;0.0;250;210;1200;40;1702;1
2015;0.404686;0.0;0.0;0.0;0.0;0.0;0.0;0.404686;71400.0;235;150;1000;23;1409;1
2015;2.02343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40;35;1500;5;1585;1
2015;0.809372;0.0;0.0;0.0;0.0;0.0;0.0;0.809372;160650.0;400;380;1560;21;2363;2
2015;2.02343;0.0;0.0;0.0;0.0;0.0;1.19;0.0;0.0;100;50;2000;20;2175;2
2015;2.02343;0.0;0.0;0.0;0.0;2.02343;1.19;2.02343;41650.0;150;100;1000;10;1265;0
2015;2.02343;2.02343;47600.0;0.0;0.0;2.02343;1.19;2.02343;47600.0;200;150;1200;10;1565;1
2015;0.404686;0.404686;71400.0;0.404686;35700.0;0.0;1.19;0.404686;59500.0;325;250;2200;10;2786;3
2015;2.02343;0.0;0.0;0.0;0.0;0.0;1.19;2.02343;35700.0;100;40;1500;15;1660;1
2015;0.404686;0.404686;119000.0;0.0;0.0;0.404686;1.19;0.0;0.0;600;580;1500;20;2701;3
2015;2.02343;0.0;0.0;0.0;0.0;0.0;1.19;0.0;0.0;200;100;1500;10;1815;1
2015;2.02343;2.02343;71400.0;2.02343;14280.0;2.02343;1.19;2.02343;41650.0;250;200;1500;15;1970;1
2015;2.02343;2.02343;47600.0;2.02343;14280.0;2.02343;1.19;0.0;0.0;150;120;1500;15;1790;1
2015;2.02343;2.02343;71400.0;2.02343;14280.0;2.02343;1.19;2.02343;59500.0;300;280;1500;5;2090;2
2015;0.404686;0.404686;95200.0;0.0;0.0;0.0;1.19;0.0;0.0;1800;1780;1500;20;5101;3
2015;2.02343;0.0;0.0;0.0;0.0;0.0;1.19;0.0;0.0;80;25;1500;3;1613;1
2015;0.404686;0.0;0.0;0.0;0.0;0.0;1.19;0.0;0.0;500;400;1500;30;2431;2
2015;2.02343;0.0;0.0;0.0;0.0;0.0;1.19;0.0;0.0;120;70;1500;4;1699;1
2015;6.07029;0.0;0.0;0.0;0.0;6.07029;1.19;0.0;0.0;145;45;1200;16;1421;1
2015;0.404686;0.404686;71400.0;0.0;0.0;0.0;1.19;0.0;0.0;330;320;1500;10;2161;2
2015;0.404686;0.404686;107100.0;0.404686;35700.0;0.404686;1.19;0.0;0.0;120;40;1500;5;1666;1
2015;0.404686;0.404686;23800.0;0.404686;119000.0;0.404686;1.19;0.0;0.0;1000;900;1500;100;3501;3
2015;6.07029;0.0;0.0;0.0;0.0;6.07029;1.19;0.0;0.0;180;80;2000;25;2300;2
2015;0.809372;0.809372;154700.0;0.0;0.0;0.809372;1.19;0.0;0.0;250;100;1500;30;1882;1
2015;6.07029;0.0;0.0;6.07029;41650.0;0.0;1.19;0.0;0.0;200;55;1200;16;1486;1
2015;0.404686;0.404686;130900.0;0.0;0.0;0.0;1.19;0.0;0.0;115;45;2000;18;2179;2
2015;0.404686;0.404686;71400.0;0.0;0.0;0.0;1.19;0.0;0.0;140;30;1500;12;1683;1
2015;0.809372;0.809372;190400.0;0.0;0.0;0.809372;1.19;0.0;0.0;290;80;1500;24;1896;1
2015;0.404686;0.404686;119000.0;0.0;0.0;0.404686;1.19;0.0;0.0;130;28;1200;13;1372;0
2015;0.404686;0.404686;202300.0;0.0;0.0;0.0;1.19;0.0;0.0;150;50;1500;30;1731;1
2015;0.809372;0.809372;83300.0;0.0;0.0;0.809372;1.19;0.0;0.0;300;150;1500;40;1992;1
2015;0.404686;0.404686;171360.0;0.0;0.0;0.404686;1.19;0.0;0.0;150;50;1500;20;1721;1
2015;0.404686;0.404686;185640.0;0.0;0.0;0.404686;1.19;0.0;0.0;135;55;1200;18;1409;1
2015;0.404686;0.404686;119000.0;0.404686;142800.0;0.404686;1.19;0.0;0.0;520;400;1500;20;2441;2
2015;0.809372;0.809372;154700.0;0.0;0.0;0.809372;1.19;0.0;0.0;280;80;1500;20;1882;1
2015;0.404686;0.404686;178500.0;0.404686;41650.0;0.404686;1.19;0.0;0.0;245;150;1500;14;1910;1
2015;0.404686;0.404686;166600.0;0.0;0.0;0.0;1.19;0.0;0.0;165;55;1200;17;1438;1
2015;2.02343;0.0;0.0;0.0;0.0;0.0;1.19;0.0;0.0;40;20;1500;2;1567;1
2015;6.07029;6.07029;142800.0;0.0;0.0;0.0;1.19;0.0;0.0;166;100;1500;25;1806;1
2015;0.809372;0.809372;190400.0;0.0;0.0;0.809372;1.19;0.0;0.0;250;100;1500;18;1870;1
2015;0.404686;0.404686;154700.0;0.404686;47600.0;0.404686;1.19;0.0;0.0;148;50;1200;15;1414;1
2015;0.404686;0.0;0.0;0.0;0.0;0.0;1.19;0.0;0.0;724;600;1300;60;2685;2
2015;0.404686;0.404686;71400.0;0.0;0.0;0.404686;1.19;0.0;0.0;1000;900;1000;100;3001;3
