,CÓD.  DEP.,DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,GRUPO  DE CULTIVO,SUBGRUPO  DE CULTIVO,CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,AÑO,PERIODO,Área Sembrada (ha),Área Cosechada (ha),Producción (t),Rendimiento (t/ha),ESTADO FISICO PRODUCCION,NOMBRE  CIENTIFICO,CICLO DE CULTIVO
2372,5.0,ANTIOQUIA,5652.0,SAN FRANCISCO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,616.0,236.0,71.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2373,5.0,ANTIOQUIA,5040.0,ANORI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,512.0,479.0,240.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2374,5.0,ANTIOQUIA,5659.0,SAN JUAN DE URABA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,450.0,349.0,419.0,1.2,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2375,5.0,ANTIOQUIA,5854.0,VALDIVIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,422.0,250.0,125.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2376,5.0,ANTIOQUIA,5604.0,REMEDIOS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,395.0,392.0,235.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2377,5.0,ANTIOQUIA,5051.0,ARBOLETES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,335.0,315.0,378.0,1.2,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2378,5.0,ANTIOQUIA,5234.0,DABEIBA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,322.0,313.0,188.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2379,5.0,ANTIOQUIA,5172.0,CHIGORODO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,320.0,197.0,197.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2380,5.0,ANTIOQUIA,5483.0,NARIÑO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,319.0,314.0,126.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2381,5.0,ANTIOQUIA,5660.0,SAN LUIS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,319.0,0.0,0.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2382,5.0,ANTIOQUIA,5142.0,CARACOLI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,317.0,177.0,89.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2383,5.0,ANTIOQUIA,5361.0,ITUANGO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,292.0,100.0,20.0,0.2,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2384,5.0,ANTIOQUIA,5250.0,EL BAGRE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,224.0,55.0,28.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2385,5.0,ANTIOQUIA,5147.0,CAREPA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,213.0,169.0,118.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2386,5.0,ANTIOQUIA,5893.0,YONDO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,211.0,161.0,56.0,0.35,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2387,5.0,ANTIOQUIA,5789.0,TAMESIS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,182.0,176.0,105.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2388,5.0,ANTIOQUIA,5579.0,PUERTO BERRIO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,177.0,126.0,38.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2389,5.0,ANTIOQUIA,5585.0,PUERTO NARE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,170.0,117.0,59.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2390,5.0,ANTIOQUIA,5107.0,BRICEÑO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,165.0,153.0,92.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2391,5.0,ANTIOQUIA,5649.0,SAN CARLOS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,141.0,106.0,106.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2392,5.0,ANTIOQUIA,5890.0,YOLOMBO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,130.0,109.0,44.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2393,5.0,ANTIOQUIA,5736.0,SEGOVIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,117.0,51.0,20.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2394,5.0,ANTIOQUIA,5842.0,URAMITA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,112.0,97.0,49.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2395,5.0,ANTIOQUIA,5647.0,SAN ANDRES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,104.0,101.0,30.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2396,5.0,ANTIOQUIA,5895.0,ZARAGOZA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,95.0,65.0,27.0,0.42,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2397,5.0,ANTIOQUIA,5591.0,PUERTO TRIUNFO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,86.0,50.0,20.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2398,5.0,ANTIOQUIA,5670.0,SAN ROQUE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,86.0,81.0,40.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2399,5.0,ANTIOQUIA,5138.0,CAÑASGORDAS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,79.0,56.0,20.0,0.35,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2400,5.0,ANTIOQUIA,5055.0,ARGELIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,73.0,70.0,56.0,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2401,5.0,ANTIOQUIA,5679.0,SANTA BARBARA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,72.0,62.0,31.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2402,5.0,ANTIOQUIA,5756.0,SONSON,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,64.0,64.0,32.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2403,5.0,ANTIOQUIA,5690.0,SANTO DOMINGO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,54.0,51.0,33.0,0.65,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2404,5.0,ANTIOQUIA,5134.0,CAMPAMENTO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,46.0,36.0,11.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2405,5.0,ANTIOQUIA,5197.0,COCORNA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,45.0,45.0,23.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2406,5.0,ANTIOQUIA,5315.0,GUADALUPE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,43.0,35.0,42.0,1.2,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2407,5.0,ANTIOQUIA,5240.0,EBEJICO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,40.0,40.0,12.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2408,5.0,ANTIOQUIA,5284.0,FRONTINO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,40.0,18.0,11.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2409,5.0,ANTIOQUIA,5792.0,TARSO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,39.0,13.0,5.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2410,5.0,ANTIOQUIA,5819.0,TOLEDO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,31.0,20.0,6.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2411,5.0,ANTIOQUIA,5467.0,MONTEBELLO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,24.0,13.0,6.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2412,5.0,ANTIOQUIA,5856.0,VALPARAISO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,23.0,23.0,21.0,0.9,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2413,5.0,ANTIOQUIA,5190.0,CISNEROS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,18.0,12.0,12.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2414,5.0,ANTIOQUIA,5475.0,MURINDO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,13.0,0.0,0.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2415,5.0,ANTIOQUIA,5310.0,GOMEZ PLATA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,11.0,9.0,3.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2416,5.0,ANTIOQUIA,5667.0,SAN RAFAEL,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,11.0,7.0,6.0,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2417,5.0,ANTIOQUIA,5154.0,CAUCASIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,9.0,0.0,0.0,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2418,5.0,ANTIOQUIA,5113.0,BURITICA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,5.0,5.0,3.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2419,5.0,ANTIOQUIA,5628.0,SABANALARGA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,5.0,5.0,2.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2420,5.0,ANTIOQUIA,5686.0,SANTA ROSA DE OSOS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,4.0,4.0,1.0,0.39,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2421,5.0,ANTIOQUIA,5002.0,ABEJORRAL,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,3.0,3.0,2.0,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2422,5.0,ANTIOQUIA,5042.0,SANTAFE DE ANTIOQUIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,3.0,3.0,1.0,0.37,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2423,81.0,ARAUCA,81065.0,ARAUQUITA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,6650.0,5400.0,3240.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2424,81.0,ARAUCA,81736.0,SARAVENA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,3827.0,3500.0,2100.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2425,81.0,ARAUCA,81794.0,TAME,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,3297.0,2800.0,1680.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2426,81.0,ARAUCA,81300.0,FORTUL,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,1378.0,1000.0,600.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2427,81.0,ARAUCA,81001.0,ARAUCA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,880.0,650.0,390.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2428,13.0,BOLIVAR,13688.0,SANTA ROSA DEL SUR,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,3040.0,2300.0,1150.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2429,13.0,BOLIVAR,13670.0,SAN PABLO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,1340.0,780.0,390.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2430,13.0,BOLIVAR,13744.0,SIMITI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,920.0,580.0,290.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2431,13.0,BOLIVAR,13160.0,CANTAGALLO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,670.0,218.0,65.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2432,13.0,BOLIVAR,13244.0,EL CARMEN DE BOLIVAR,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,553.0,300.0,210.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2433,13.0,BOLIVAR,13442.0,MARIA LA BAJA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,240.0,210.0,147.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2434,13.0,BOLIVAR,13549.0,PINILLOS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,150.0,150.0,135.0,0.9,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2435,13.0,BOLIVAR,13473.0,MORALES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,137.0,87.0,44.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2436,13.0,BOLIVAR,13654.0,SAN JACINTO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,120.0,120.0,84.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2437,13.0,BOLIVAR,13006.0,ACHI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,100.0,100.0,60.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2438,13.0,BOLIVAR,13042.0,ARENAL,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,70.0,70.0,14.0,0.2,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2439,13.0,BOLIVAR,13810.0,TIQUISIO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,70.0,70.0,56.0,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2440,13.0,BOLIVAR,13657.0,SAN JUAN NEPOMUCENO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,60.0,0.0,0.0,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2441,13.0,BOLIVAR,13074.0,BARRANCO DE LOBA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,46.0,46.0,28.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2442,13.0,BOLIVAR,13667.0,SAN MARTIN DE LOBA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,35.0,35.0,18.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2443,13.0,BOLIVAR,13600.0,RIO VIEJO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,25.0,10.0,4.0,0.45,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2444,13.0,BOLIVAR,13030.0,ALTOS DEL ROSARIO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,20.0,20.0,16.0,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2445,13.0,BOLIVAR,13458.0,MONTECRISTO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,20.0,20.0,14.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2446,13.0,BOLIVAR,13655.0,SAN JACINTO DEL CAUCA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,15.0,15.0,9.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2447,13.0,BOLIVAR,13490.0,NOROSI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,12.0,12.0,4.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2448,15.0,BOYACA,15531.0,PAUNA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,1373.0,1050.0,525.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2449,15.0,BOYACA,15572.0,PUERTO BOYACA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,860.0,400.0,320.0,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2450,15.0,BOYACA,15480.0,MUZO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,840.0,580.0,290.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2451,15.0,BOYACA,15507.0,OTANCHE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,740.0,495.0,248.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2452,15.0,BOYACA,15681.0,SAN PABLO DE BORBUR,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,648.0,594.0,238.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2453,15.0,BOYACA,15442.0,MARIPI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,505.0,395.0,356.0,0.9,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2454,15.0,BOYACA,15580.0,QUIPAMA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,361.0,317.0,285.0,0.9,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2455,15.0,BOYACA,15667.0,SAN LUIS DE GACENO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,97.0,25.0,20.0,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2456,15.0,BOYACA,15212.0,COPER,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,68.0,62.0,62.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2457,15.0,BOYACA,15109.0,BUENAVISTA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,62.0,40.0,40.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2458,15.0,BOYACA,15223.0,CUBARA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,52.0,37.0,37.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2459,15.0,BOYACA,15135.0,CAMPOHERMOSO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,45.0,20.0,20.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2460,15.0,BOYACA,15690.0,SANTA MARIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,45.0,9.0,4.0,0.41,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2461,15.0,BOYACA,15401.0,LA VICTORIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,33.0,25.0,20.0,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2462,15.0,BOYACA,15514.0,PAEZ,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,26.0,22.0,15.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2463,15.0,BOYACA,15832.0,TUNUNGUA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,24.0,24.0,12.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2464,15.0,BOYACA,15377.0,LABRANZAGRANDE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,19.0,3.0,1.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2465,15.0,BOYACA,15533.0,PAYA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,13.0,8.0,3.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2466,17.0,CALDAS,17662.0,SAMANA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,1305.0,1010.0,404.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2467,17.0,CALDAS,17088.0,BELALCAZAR,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,559.0,430.0,430.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2468,17.0,CALDAS,17042.0,ANSERMA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,255.0,240.0,168.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2469,17.0,CALDAS,17867.0,VICTORIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,190.0,190.0,76.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2470,17.0,CALDAS,17495.0,NORCASIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,174.0,113.0,90.0,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2471,17.0,CALDAS,17444.0,MARQUETALIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,140.0,120.0,120.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2472,17.0,CALDAS,17665.0,SAN JOSE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,106.0,60.0,69.0,1.15,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2473,17.0,CALDAS,17486.0,NEIRA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,76.0,60.0,66.0,1.1,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2474,17.0,CALDAS,17541.0,PENSILVANIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,65.0,45.0,45.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2475,17.0,CALDAS,17877.0,VITERBO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,31.0,20.0,20.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2476,17.0,CALDAS,17616.0,RISARALDA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,20.0,20.0,14.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2477,17.0,CALDAS,17614.0,RIOSUCIO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,18.0,18.0,27.0,1.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2478,17.0,CALDAS,17174.0,CHINCHINA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,7.0,7.0,4.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2479,17.0,CALDAS,17388.0,LA MERCED,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,7.0,7.0,4.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2480,17.0,CALDAS,17442.0,MARMATO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,3.0,1.0,1.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2481,18.0,CAQUETA,18756.0,SOLANO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,540.0,20.0,10.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2482,18.0,CAQUETA,18247.0,EL DONCELLO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,440.0,340.0,170.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2483,18.0,CAQUETA,18785.0,SOLITA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,385.0,70.0,42.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2484,18.0,CAQUETA,18150.0,CARTAGENA DEL CHAIRA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,324.0,111.0,56.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2485,18.0,CAQUETA,18001.0,FLORENCIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,312.0,70.0,35.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2486,18.0,CAQUETA,18753.0,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,237.0,40.0,40.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2487,18.0,CAQUETA,18860.0,VALPARAISO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,220.0,28.0,28.0,1.0,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2488,18.0,CAQUETA,18094.0,BELEN DE LOS ANDAQUIES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,208.0,58.0,35.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2489,18.0,CAQUETA,18205.0,CURILLO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,208.0,0.0,0.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2490,18.0,CAQUETA,18610.0,SAN JOSE DEL FRAGUA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,205.0,185.0,93.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2491,18.0,CAQUETA,18592.0,PUERTO RICO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,150.0,140.0,78.0,0.56,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2492,18.0,CAQUETA,18256.0,EL PAUJIL,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,140.0,40.0,20.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2493,18.0,CAQUETA,18460.0,MILAN,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,97.0,71.0,36.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2494,18.0,CAQUETA,18410.0,MONTAÑITA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,69.0,9.0,5.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2495,18.0,CAQUETA,18029.0,ALBANIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,45.0,10.0,6.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2496,18.0,CAQUETA,18479.0,MORELIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2012.0,2012.0,42.0,10.0,5.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
