,CÓD.  DEP.,DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,GRUPO  DE CULTIVO,SUBGRUPO  DE CULTIVO,CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,AÑO,PERIODO,Área Sembrada (ha),Área Cosechada (ha),Producción (t),Rendimiento (t/ha),ESTADO FISICO PRODUCCION,NOMBRE  CIENTIFICO,CICLO DE CULTIVO
0,5.0,ANTIOQUIA,5045.0,APARTADO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,1830.0,1640.0,656.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
1,5.0,ANTIOQUIA,5837.0,TURBO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,1002.0,760.0,304.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
2,5.0,ANTIOQUIA,5425.0,MACEO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,950.0,798.0,279.0,0.35,GRANO SECO,THEOBROMA CACAO,PERMANENTE
3,5.0,ANTIOQUIA,5885.0,YALI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,580.0,269.0,188.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
4,5.0,ANTIOQUIA,5490.0,NECOCLI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,523.0,151.0,60.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,5.0,ANTIOQUIA,5858.0,VEGACHI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,520.0,460.0,230.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
6,5.0,ANTIOQUIA,5604.0,REMEDIOS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,405.0,160.0,40.0,0.25,GRANO SECO,THEOBROMA CACAO,PERMANENTE
7,5.0,ANTIOQUIA,5234.0,DABEIBA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,315.0,273.0,137.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
8,5.0,ANTIOQUIA,5483.0,NARIÑO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,311.0,276.0,110.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
9,5.0,ANTIOQUIA,5659.0,SAN JUAN DE URABA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,307.0,0.0,0.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
10,5.0,ANTIOQUIA,5120.0,CACERES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,306.0,65.0,25.0,0.38,GRANO SECO,THEOBROMA CACAO,PERMANENTE
11,5.0,ANTIOQUIA,5040.0,ANORI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,290.0,15.0,5.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
12,5.0,ANTIOQUIA,5051.0,ARBOLETES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,257.0,0.0,0.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
13,5.0,ANTIOQUIA,5585.0,PUERTO NARE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,235.0,35.0,18.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
14,5.0,ANTIOQUIA,5893.0,YONDO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,233.0,233.0,70.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
15,5.0,ANTIOQUIA,5789.0,TAMESIS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,214.0,130.0,59.0,0.45,GRANO SECO,THEOBROMA CACAO,PERMANENTE
16,5.0,ANTIOQUIA,5142.0,CARACOLI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,185.0,185.0,65.0,0.35,GRANO SECO,THEOBROMA CACAO,PERMANENTE
17,5.0,ANTIOQUIA,5579.0,PUERTO BERRIO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,178.0,56.0,17.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
18,5.0,ANTIOQUIA,5172.0,CHIGORODO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,177.0,97.0,50.0,0.52,GRANO SECO,THEOBROMA CACAO,PERMANENTE
19,5.0,ANTIOQUIA,5055.0,ARGELIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,170.0,170.0,46.0,0.27,GRANO SECO,THEOBROMA CACAO,PERMANENTE
20,5.0,ANTIOQUIA,5031.0,AMALFI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,169.0,95.0,48.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
21,5.0,ANTIOQUIA,5854.0,VALDIVIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,160.0,70.0,46.0,0.65,GRANO SECO,THEOBROMA CACAO,PERMANENTE
22,5.0,ANTIOQUIA,5147.0,CAREPA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,143.0,48.0,19.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
23,5.0,ANTIOQUIA,5665.0,SAN PEDRO DE URABA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,143.0,118.0,35.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
24,5.0,ANTIOQUIA,5240.0,EBEJICO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,124.0,80.0,24.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
25,5.0,ANTIOQUIA,5790.0,TARAZA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,123.0,35.0,18.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
26,5.0,ANTIOQUIA,5842.0,URAMITA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,123.0,70.0,28.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
27,5.0,ANTIOQUIA,5647.0,SAN ANDRES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,117.0,112.0,33.0,0.29,GRANO SECO,THEOBROMA CACAO,PERMANENTE
28,5.0,ANTIOQUIA,5250.0,EL BAGRE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,111.0,25.0,13.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
29,5.0,ANTIOQUIA,5284.0,FRONTINO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,86.0,86.0,43.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
30,5.0,ANTIOQUIA,5591.0,PUERTO TRIUNFO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,81.0,0.0,0.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
31,5.0,ANTIOQUIA,5361.0,ITUANGO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,76.0,66.0,33.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
32,5.0,ANTIOQUIA,5138.0,CAÑASGORDAS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,67.0,53.0,21.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
33,5.0,ANTIOQUIA,5282.0,FREDONIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,67.0,67.0,33.0,0.49,GRANO SECO,THEOBROMA CACAO,PERMANENTE
34,5.0,ANTIOQUIA,5670.0,SAN ROQUE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,63.0,19.0,5.0,0.25,GRANO SECO,THEOBROMA CACAO,PERMANENTE
35,5.0,ANTIOQUIA,5059.0,ARMENIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,49.0,49.0,25.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
36,5.0,ANTIOQUIA,5736.0,SEGOVIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,47.0,35.0,14.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
37,5.0,ANTIOQUIA,5895.0,ZARAGOZA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,47.0,0.0,0.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
38,5.0,ANTIOQUIA,5107.0,BRICEÑO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,42.0,32.0,16.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
39,5.0,ANTIOQUIA,5856.0,VALPARAISO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,40.0,35.0,18.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
40,5.0,ANTIOQUIA,5628.0,SABANALARGA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,38.0,6.0,2.0,0.25,GRANO SECO,THEOBROMA CACAO,PERMANENTE
41,5.0,ANTIOQUIA,5649.0,SAN CARLOS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,35.0,35.0,12.0,0.34,GRANO SECO,THEOBROMA CACAO,PERMANENTE
42,5.0,ANTIOQUIA,5679.0,SANTA BARBARA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,35.0,35.0,18.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
43,5.0,ANTIOQUIA,5690.0,SANTO DOMINGO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,32.0,14.0,8.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
44,5.0,ANTIOQUIA,5134.0,CAMPAMENTO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,23.0,0.0,0.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
45,5.0,ANTIOQUIA,5819.0,TOLEDO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,23.0,23.0,13.0,0.56,GRANO SECO,THEOBROMA CACAO,PERMANENTE
46,5.0,ANTIOQUIA,5190.0,CISNEROS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,17.0,14.0,8.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
47,5.0,ANTIOQUIA,5792.0,TARSO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,15.0,0.0,0.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
48,5.0,ANTIOQUIA,5310.0,GOMEZ PLATA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,8.0,6.0,2.0,0.37,GRANO SECO,THEOBROMA CACAO,PERMANENTE
49,5.0,ANTIOQUIA,5652.0,SAN FRANCISCO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,8.0,8.0,2.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
50,81.0,ARAUCA,81065.0,ARAUQUITA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,5200.0,3500.0,2485.0,0.71,GRANO SECO,THEOBROMA CACAO,PERMANENTE
51,81.0,ARAUCA,81736.0,SARAVENA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,3014.0,2535.0,1774.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
52,81.0,ARAUCA,81794.0,TAME,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,2468.0,2170.0,1550.0,0.71,GRANO SECO,THEOBROMA CACAO,PERMANENTE
53,81.0,ARAUCA,81300.0,FORTUL,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,991.0,777.0,465.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
54,81.0,ARAUCA,81001.0,ARAUCA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,537.0,485.0,315.0,0.65,GRANO SECO,THEOBROMA CACAO,PERMANENTE
55,13.0,BOLIVAR,13688.0,SANTA ROSA DEL SUR,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,1313.0,545.0,82.0,0.15,GRANO SECO,THEOBROMA CACAO,PERMANENTE
56,13.0,BOLIVAR,13744.0,SIMITI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,650.0,290.0,120.0,0.41,GRANO SECO,THEOBROMA CACAO,PERMANENTE
57,13.0,BOLIVAR,13160.0,CANTAGALLO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,466.0,230.0,69.0,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
58,13.0,BOLIVAR,13670.0,SAN PABLO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,465.0,155.0,93.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
59,13.0,BOLIVAR,13549.0,PINILLOS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,300.0,100.0,70.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
60,13.0,BOLIVAR,13042.0,ARENAL,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,140.0,60.0,36.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
61,13.0,BOLIVAR,13654.0,SAN JACINTO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,120.0,0.0,0.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
62,13.0,BOLIVAR,13244.0,EL CARMEN DE BOLIVAR,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,110.0,0.0,0.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
63,13.0,BOLIVAR,13006.0,ACHI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,100.0,30.0,10.0,0.33,GRANO SECO,THEOBROMA CACAO,PERMANENTE
64,13.0,BOLIVAR,13458.0,MONTECRISTO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,77.0,20.0,12.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
65,13.0,BOLIVAR,13473.0,MORALES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,62.0,30.0,15.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
66,13.0,BOLIVAR,13810.0,TIQUISIO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,50.0,50.0,35.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
67,13.0,BOLIVAR,13600.0,RIO VIEJO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,40.0,35.0,16.0,0.45,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,13.0,BOLIVAR,13030.0,ALTOS DEL ROSARIO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,20.0,0.0,0.0,0.45,GRANO SECO,THEOBROMA CACAO,PERMANENTE
69,13.0,BOLIVAR,13490.0,NOROSI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,16.0,0.0,0.0,0.45,GRANO SECO,THEOBROMA CACAO,PERMANENTE
70,13.0,BOLIVAR,13442.0,MARIA LA BAJA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,10.0,0.0,0.0,0.45,GRANO SECO,THEOBROMA CACAO,PERMANENTE
71,15.0,BOYACA,15507.0,OTANCHE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,550.0,200.0,100.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
72,15.0,BOYACA,15531.0,PAUNA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,430.0,130.0,65.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,15.0,BOYACA,15442.0,MARIPI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,300.0,210.0,150.0,0.71,GRANO SECO,THEOBROMA CACAO,PERMANENTE
74,15.0,BOYACA,15580.0,QUIPAMA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,258.0,70.0,50.0,0.71,GRANO SECO,THEOBROMA CACAO,PERMANENTE
75,15.0,BOYACA,15480.0,MUZO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,250.0,200.0,140.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,15.0,BOYACA,15572.0,PUERTO BOYACA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,220.0,21.0,10.0,0.49,GRANO SECO,THEOBROMA CACAO,PERMANENTE
77,15.0,BOYACA,15681.0,SAN PABLO DE BORBUR,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,150.0,100.0,70.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
78,15.0,BOYACA,15212.0,COPER,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,60.0,46.0,36.0,0.78,GRANO SECO,THEOBROMA CACAO,PERMANENTE
79,15.0,BOYACA,15109.0,BUENAVISTA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,53.0,24.0,16.0,0.65,GRANO SECO,THEOBROMA CACAO,PERMANENTE
80,15.0,BOYACA,15401.0,LA VICTORIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,50.0,5.0,3.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
81,15.0,BOYACA,15832.0,TUNUNGUA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,44.0,20.0,14.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
82,15.0,BOYACA,15514.0,PAEZ,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,30.0,30.0,21.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
83,15.0,BOYACA,15223.0,CUBARA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,17.0,5.0,2.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
84,15.0,BOYACA,15690.0,SANTA MARIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,15.0,13.0,5.0,0.38,GRANO SECO,THEOBROMA CACAO,PERMANENTE
85,15.0,BOYACA,15135.0,CAMPOHERMOSO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,14.0,7.0,3.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
86,15.0,BOYACA,15533.0,PAYA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,12.0,12.0,7.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
87,15.0,BOYACA,15455.0,MIRAFLORES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,4.0,2.0,1.0,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
88,17.0,CALDAS,17662.0,SAMANA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,450.0,210.0,130.0,0.62,GRANO SECO,THEOBROMA CACAO,PERMANENTE
89,17.0,CALDAS,17444.0,MARQUETALIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,370.0,190.0,87.0,0.46,GRANO SECO,THEOBROMA CACAO,PERMANENTE
90,17.0,CALDAS,17042.0,ANSERMA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,270.0,170.0,145.0,0.85,GRANO SECO,THEOBROMA CACAO,PERMANENTE
91,17.0,CALDAS,17088.0,BELALCAZAR,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,155.0,100.0,94.0,0.94,GRANO SECO,THEOBROMA CACAO,PERMANENTE
92,17.0,CALDAS,17867.0,VICTORIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,105.0,40.0,32.0,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
93,17.0,CALDAS,17541.0,PENSILVANIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,90.0,86.0,50.0,0.58,GRANO SECO,THEOBROMA CACAO,PERMANENTE
94,17.0,CALDAS,17495.0,NORCASIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,80.0,40.0,21.0,0.53,GRANO SECO,THEOBROMA CACAO,PERMANENTE
95,17.0,CALDAS,17665.0,SAN JOSE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,62.0,20.0,14.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
96,17.0,CALDAS,17614.0,RIOSUCIO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,52.0,34.0,17.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
97,17.0,CALDAS,17486.0,NEIRA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,45.0,15.0,11.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
98,17.0,CALDAS,17524.0,PALESTINA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,34.0,27.0,16.0,0.59,GRANO SECO,THEOBROMA CACAO,PERMANENTE
99,17.0,CALDAS,17001.0,MANIZALES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,20.0,20.0,8.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
100,17.0,CALDAS,17174.0,CHINCHINA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,15.0,10.0,10.0,0.95,GRANO SECO,THEOBROMA CACAO,PERMANENTE
101,17.0,CALDAS,17877.0,VITERBO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,15.0,11.0,7.0,0.64,GRANO SECO,THEOBROMA CACAO,PERMANENTE
102,17.0,CALDAS,17777.0,SUPIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,6.0,3.0,2.0,0.53,GRANO SECO,THEOBROMA CACAO,PERMANENTE
103,17.0,CALDAS,17433.0,MANZANARES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,3.0,1.0,0.0,0.45,GRANO SECO,THEOBROMA CACAO,PERMANENTE
104,18.0,CAQUETA,18150.0,CARTAGENA DEL CHAIRA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,325.0,30.0,16.0,0.52,GRANO SECO,THEOBROMA CACAO,PERMANENTE
105,18.0,CAQUETA,18247.0,EL DONCELLO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,185.0,180.0,68.0,0.38,GRANO SECO,THEOBROMA CACAO,PERMANENTE
106,18.0,CAQUETA,18460.0,MILAN,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,60.0,55.0,22.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
107,18.0,CAQUETA,18592.0,PUERTO RICO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,50.0,23.0,16.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
108,18.0,CAQUETA,18756.0,SOLANO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,26.0,8.0,4.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
109,18.0,CAQUETA,18001.0,FLORENCIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,25.0,15.0,8.0,0.53,GRANO SECO,THEOBROMA CACAO,PERMANENTE
110,18.0,CAQUETA,18479.0,MORELIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,18.0,5.0,4.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
111,18.0,CAQUETA,18410.0,MONTAÑITA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,15.0,0.0,0.0,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
112,18.0,CAQUETA,18610.0,SAN JOSE DEL FRAGUA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,15.0,15.0,6.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
113,18.0,CAQUETA,18094.0,BELEN DE LOS ANDAQUIES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,12.0,0.0,0.0,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
114,18.0,CAQUETA,18256.0,EL PAUJIL,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,12.0,9.0,5.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
115,18.0,CAQUETA,18753.0,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,10.0,0.0,0.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
116,18.0,CAQUETA,18860.0,VALPARAISO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,10.0,0.0,0.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
117,18.0,CAQUETA,18029.0,ALBANIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,2.0,0.0,0.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
118,85.0,CASANARE,85410.0,TAURAMENA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,110.0,0.0,0.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
119,85.0,CASANARE,85125.0,HATO COROZAL,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,70.0,0.0,0.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
120,85.0,CASANARE,85225.0,NUNCHIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,70.0,0.0,0.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
121,85.0,CASANARE,85001.0,YOPAL,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,60.0,0.0,0.0,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
122,85.0,CASANARE,85010.0,AGUAZUL,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,50.0,18.0,14.0,0.78,GRANO SECO,THEOBROMA CACAO,PERMANENTE
123,85.0,CASANARE,85263.0,PORE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,27.0,0.0,0.0,0.78,GRANO SECO,THEOBROMA CACAO,PERMANENTE
124,85.0,CASANARE,85250.0,PAZ DE ARIPORO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,17.0,0.0,0.0,0.78,GRANO SECO,THEOBROMA CACAO,PERMANENTE
125,85.0,CASANARE,85400.0,TAMARA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,13.0,8.0,3.0,0.43,GRANO SECO,THEOBROMA CACAO,PERMANENTE
126,85.0,CASANARE,85162.0,MONTERREY,OTROS PERMANENTES,CACAO,CACAO,CACAO,2007.0,2007.0,10.0,0.0,0.0,0.43,GRANO SECO,THEOBROMA CACAO,PERMANENTE
