Year,coffee_hectare,coffee_improved_hectare,coffee_improved_cost,coffee_hectare_fertilizer,coffee_fertilizer_cost,coffee_chemical_hectare,coffee_chemical_cost,coffee_machinery_hectare,coffee_machinery_cost,coffee_harvested,coffee_sold,coffee_sold_price,coffee_harvest_loss,filter,filter_quartile
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,800.0,700,280000,100.0,281601.0,3
2014,0.607029,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1600.0,1500,60000,100.0,63201.5,3
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,350.0,320,200000,30.0,200700.5,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,250.0,250,400000,0.0,400501.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1000.0,9800,30000,0.0,40801.0,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,356.0,356,90000,20.0,90734.0,3
2014,0.607029,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,245.0,245,40000,7.0,40498.5,3
2014,0.3035145,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,391.0,378,20000,13.0,20782.75,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,5000.0,4800,500000,100.0,509902.0,3
2014,1.214058,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,990.0,990,90000,25.0,92008.0,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,820.0,820,60000,10.0,61652.0,3
2014,0.3035145,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,391.0,378,20000,13.0,20782.75,3
2014,0.3035145,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,391.0,378,20000,13.0,20782.75,3
2014,0.607029,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,474.0,453,48000,21.0,48949.5,3
2014,0.607029,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,415.0,378,31500,37.0,32331.5,3
2014,0.607029,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,511.0,488,21100,23.0,22123.5,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,352.0,319,31000,33.0,31705.0,3
2014,0.5058575,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1052.0,1030,82500,22.0,84605.25,3
2014,0.607029,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1231.0,1215,55000,16.0,57463.5,3
2014,0.3035145,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,312.0,304,37000,8.0,37624.75,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,400.0,388,32000,12.0,32801.0,3
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,361.0,351,20000,10.0,20722.5,3
2014,0.3035145,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,391.0,378,20000,13.0,20782.75,3
2014,0.3035145,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,418.0,406,36800,12.0,37636.75,3
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,372.0,361,63300,11.0,64044.5,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,6700.0,6000,1080000,90.0,1092792.0,3
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,492.0,467,20000,25.0,20984.5,3
2014,0.607029,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,705.0,666,300000,41.0,301413.5,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,200.0,200,40000,0.0,40401.0,3
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,380.0,365,80000,15.0,80760.5,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,3100.0,3072,512000,28.0,518202.0,3
2014,0.202343,0.1332502682926829,47237.48344370861,0.10871337545454544,37075.454545454544,0.23004472023809522,16621.664999999997,0.0,2649.681818181818,451.0,445,2000,6.0,2902.5,1
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,500.0,480,30000,20.0,31000.5,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,352.0,347,20000,5.0,20705.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,950.0,934,82500,16.0,84401.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,615.0,600,50000,15.0,51231.0,3
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,300.0,290,20000,10.0,20600.5,3
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,172.0,167,15000,5.0,15344.5,3
2014,0.607029,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,590.0,500,48500,34.0,49625.5,3
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,425.0,422,40000,3.0,40850.5,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,212.0,204,40000,8.0,40425.0,3
2014,0.607029,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,413.0,395,20000,18.0,20827.5,3
2014,0.3035145,0.20796363888888886,78417.73972602739,0.2598268068181818,133304.96503496502,0.24633060869565218,21120.660909090908,0.0,0.0,900.0,850,4000,5.0,5755.75,2
2014,0.202343,0.11073680545454545,32731.520547945205,0.06310514566210045,14004.375,0.13954689655172414,10403.93375,0.0043103448275862,5775.0,214.0,208,1900,6.0,2328.5,0
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,400.0,390,20000,10.0,20801.0,3
2014,0.607029,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,537.0,514,63200,23.0,64275.5,3
2014,0.202343,0.11073680545454545,32731.520547945205,0.06310514566210045,14004.375,0.13954689655172414,10403.93375,0.0043103448275862,5775.0,320.0,313,2000,7.0,2640.5,0
2014,0.404686,0.1332502682926829,47237.48344370861,0.10871337545454544,37075.454545454544,0.23004472023809522,16621.664999999997,0.0,2649.681818181818,611.0,593,3000,18.0,4223.0,1
2014,0.3035145,0.1332502682926829,47237.48344370861,0.10871337545454544,37075.454545454544,0.23004472023809522,16621.664999999997,0.0,2649.681818181818,650.0,635,3000,15.0,4300.75,1
2014,0.3035145,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,392.0,397,62300,13.0,63102.75,3
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,600.0,591,28000,9.0,29200.5,3
2014,0.809372,0.1332502682926829,47237.48344370861,0.10871337545454544,37075.454545454544,0.23004472023809522,16621.664999999997,0.0,2649.681818181818,655.0,642,3000,13.0,4312.0,1
2014,0.1011715,0.11073680545454545,32731.520547945205,0.06310514566210045,14004.375,0.13954689655172414,10403.93375,0.0043103448275862,5775.0,187.0,180,1500,7.0,1874.25,0
2014,0.404686,0.20796363888888886,78417.73972602739,0.2598268068181818,133304.96503496502,0.24633060869565218,21120.660909090908,0.0,0.0,600.0,580,4000,20.0,5201.0,2
2014,0.1011715,0.11073680545454545,32731.520547945205,0.06310514566210045,14004.375,0.13954689655172414,10403.93375,0.0043103448275862,5775.0,180.0,175,1000,5.0,1360.25,0
2014,0.202343,0.11073680545454545,32731.520547945205,0.06310514566210045,14004.375,0.13954689655172414,10403.93375,0.0043103448275862,5775.0,201.0,191,1900,10.0,2302.5,0
2014,30.35145,0.20796363888888886,78417.73972602739,0.2598268068181818,133304.96503496502,0.24633060869565218,21120.660909090908,0.0,0.0,500.0,500,4000,0.0,5075.0,2
2014,0.3035145,0.20796363888888886,78417.73972602739,0.2598268068181818,133304.96503496502,0.24633060869565218,21120.660909090908,0.0,0.0,650.0,650,4000,0.0,5300.75,2
2014,2.02343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,2000.0,2000,11000,0.0,15005.0,3
2014,0.404686,0.20796363888888886,78417.73972602739,0.2598268068181818,133304.96503496502,0.24633060869565218,21120.660909090908,0.0,0.0,500.0,500,4000,0.0,5001.0,2
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,300.0,290,100000,10.0,100601.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,150.0,150,200000,1.0,200302.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,700.0,700,120000,62.901408450704224,121401.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,700.0,690,40000,10.0,41401.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,600.0,550,150000,2.0,151153.0,3
2014,0.404686,0.20796363888888886,78417.73972602739,0.2598268068181818,133304.96503496502,0.24633060869565218,21120.660909090908,0.0,0.0,300.0,300,5000,1.0,5602.0,2
2014,2.02343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,301.0,296,170000,6.5,170608.5,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,400.0,390,20000,10.0,20801.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,500.0,500,200000,10.0,201011.0,3
2014,0.5058575,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,380.0,380,170000,62.901408450704224,170761.25,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,230.0,230,100000,62.901408450704224,100461.0,3
2014,1.214058,0.11073680545454545,32731.520547945205,0.06310514566210045,14004.375,0.13954689655172414,10403.93375,0.0043103448275862,5775.0,200.0,200,2000,0.0,2403.0,0
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,102.0,102,20000,62.901408450704224,20204.5,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,300.0,300,150000,62.901408450704224,150601.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,73.0,73,50000,62.901408450704224,50147.0,3
2014,1.214058,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,424.0,424,150000,62.901408450704224,150851.0,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,450.0,450,500000,62.901408450704224,500902.0,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,250.0,250,400000,62.901408450704224,400502.0,3
2014,1.011715,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1210.0,1210,600000,62.901408450704224,602422.5,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,450.0,450,50000,62.901408450704224,50901.0,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,450.0,450,250000,62.901408450704224,250902.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,620.0,580,40000,40.0,41241.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,200.0,200,100000,15.0,100416.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1134.0,1114,206000,20.0,208269.0,3
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,500.0,494,205000,6.0,206000.5,3
2014,1.011715,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,380.0,380,390000,22.0,390784.5,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,400.0,350,300000,50.0,300802.0,3
2014,1.214058,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,600.0,500,250000,100.0,251203.0,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,300.0,200,200000,100.0,200602.0,3
2014,0.5058575,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,120.0,120,55000,5.0,55246.25,3
2014,1.011715,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,550.0,550,450000,12.0,451114.5,3
2014,1.821087,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1137.0,1137,590000,58.0,592336.5,3
2014,2.832802,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,745.0,745,700000,19.0,701516.0,3
2014,1.7199155,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,479.0,479,580000,25.0,580987.25,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,463.0,463,135000,50.0,135977.0,3
2014,0.1011715,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,68.0,68,40000,30.0,40166.25,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,600.0,600,250000,10.0,251211.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,400.0,400,200000,10.0,200811.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,300.0,300,150000,0.0,150601.0,3
2014,2.02343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,3500.0,3500,500000,40.0,507045.0,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,800.0,800,250000,30.0,251632.0,3
2014,1.214058,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,600.0,600,12000,0.0,13203.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,420.0,420,220000,10.0,220851.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,450.0,450,300000,10.0,300911.0,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,800.0,800,500000,10.0,501612.0,3
2014,0.1011715,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,150.0,150,50000,5.0,50305.25,3
2014,1.214058,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1200.0,1200,700000,20.0,702423.0,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,700.0,700,250000,20.0,251422.0,3
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,200.0,200,150000,10.0,150410.5,3
2014,1.214058,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,2800.0,2570,300000,150.0,305523.0,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1300.0,1300,320000,50.0,322652.0,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1000.0,1000,400000,15.0,402017.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,200.0,180,200000,20.0,200401.0,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1000.0,1000,400000,20.0,402022.0,3
2014,0.809372,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1200.0,1200,300000,25.0,302427.0,3
2014,1.214058,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1500.0,1500,600000,30.0,603033.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,500.0,500,200000,10.0,201011.0,3
2014,0.607029,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,70.0,70,99000,20.0,99161.5,3
2014,0.202343,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,200.0,200,160000,0.0,160400.5,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,600.0,570,50000,30.0,51201.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,800.0,750,70000,50.0,71601.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,800.0,750,75000,50.0,76601.0,3
2014,0.404686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,750.0,700,50000,50.0,51501.0,3
2014,2.428116,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,1800.0,1600,40000,200.0,43606.0,3
2014,4.04686,0.5598156333333333,191448.96296296295,0.5957877222222222,155581.4814814815,0.47610117647058825,20274.206296296295,0.0,0.0,5000.0,4800,1000000,200.0,1010010.0,3
